No_of_Prawns,Age_of_Pond,Food_Intake,Season,Prawn_Count
10000,70,13.26,Winter,Unpredictable
10000,71,13.26,Winter,Unpredictable
10000,72,13.26,Winter,Unpredictable
10000,73,13.26,Winter,Unpredictable
10000,74,13.26,Winter,Unpredictable
10000,75,13.26,Winter,Unpredictable
10000,76,13.26,Winter,Unpredictable
10000,77,13.26,Winter,Unpredictable
10000,78,13.26,Winter,Unpredictable
10000,79,13.26,Winter,Unpredictable
10000,80,30,Winter,Unpredictable
10000,81,30,Winter,Unpredictable
10000,82,30,Winter,Unpredictable
10000,83,30,Winter,Unpredictable
10000,84,30,Winter,Unpredictable
10000,85,30,Winter,Unpredictable
10000,86,30,Winter,Unpredictable
10000,87,30,Winter,Unpredictable
10000,88,30,Winter,Unpredictable
10000,89,30,Winter,Unpredictable
10000,90,30,Winter,Unpredictable
10000,91,30,Winter,Unpredictable
10000,92,30,Winter,Unpredictable
10000,93,30,Winter,Unpredictable
10000,94,30,Winter,Unpredictable
10000,95,30,Winter,Unpredictable
10000,96,30,Winter,Unpredictable
10000,97,30,Winter,Unpredictable
10000,98,30,Winter,Unpredictable
10000,99,30,Winter,Unpredictable
10000,100,30,Winter,Unpredictable
10000,101,30,Winter,Unpredictable
10000,102,30,Winter,Unpredictable
10000,103,30,Winter,Unpredictable
10000,104,30,Winter,Unpredictable
10000,105,30,Winter,Unpredictable
10000,106,30,Winter,Unpredictable
10000,107,30,Winter,Unpredictable
10000,108,30,Winter,Unpredictable
10000,109,30,Winter,Unpredictable
10000,110,30,Winter,Unpredictable
10000,111,30,Winter,Unpredictable
10000,112,30,Winter,Unpredictable
10000,113,30,Winter,Unpredictable
10000,114,30,Winter,Unpredictable
10000,115,30,Winter,Unpredictable
10000,116,30,Winter,Unpredictable
10000,117,30,Winter,Unpredictable
10000,118,30,Winter,Unpredictable
10000,119,30,Winter,Unpredictable
10000,120,30,Winter,Unpredictable
10000,121,30,Winter,Unpredictable
10000,122,30,Winter,Unpredictable
10000,123,30,Winter,Unpredictable
10000,124,30,Winter,Unpredictable
10000,125,30,Winter,Unpredictable
10000,126,30,Winter,Unpredictable
10000,127,30,Winter,Unpredictable
10000,128,30,Winter,Unpredictable
10000,129,30,Winter,Unpredictable
10000,130,30,Winter,Unpredictable
10000,131,30,Winter,Unpredictable
10000,132,30,Winter,Unpredictable
10000,133,30,Winter,Unpredictable
10000,134,30,Winter,Unpredictable
10000,135,30,Winter,Unpredictable
10000,136,30,Winter,Unpredictable
10000,137,30,Winter,Unpredictable
10000,138,30,Winter,Unpredictable
10000,139,30,Winter,Unpredictable
10000,140,30,Winter,Unpredictable
10000,141,30,Winter,Unpredictable
10000,142,30,Winter,Unpredictable
10000,143,30,Winter,Unpredictable
10000,144,30,Winter,Unpredictable
10000,145,30,Winter,Unpredictable
10000,146,30,Winter,Unpredictable
10000,147,30,Winter,Unpredictable
10000,148,30,Winter,Unpredictable
10000,149,30,Winter,Unpredictable
10000,150,30,Winter,Unpredictable
10000,151,30,Winter,Unpredictable
10000,152,30,Winter,Unpredictable
10000,153,30,Winter,Unpredictable
10000,154,30,Winter,Unpredictable
10000,155,30,Winter,Unpredictable
10000,156,30,Winter,Unpredictable
10000,157,30,Winter,Unpredictable
10000,158,30,Winter,Unpredictable
10000,159,30,Winter,Unpredictable
10000,160,30,Winter,Unpredictable
10000,1,2.4,Rainy,Unpredictable
10000,2,2.4,Rainy,Unpredictable
10000,3,2.4,Rainy,Unpredictable
10000,4,2.4,Rainy,Unpredictable
10000,5,2.4,Rainy,Unpredictable
10000,6,2.4,Rainy,Unpredictable
10000,7,2.4,Rainy,Unpredictable
10000,8,2.4,Rainy,Unpredictable
10000,9,2.4,Rainy,Unpredictable
10000,10,2.4,Rainy,Unpredictable
10000,11,2.46,Rainy,Unpredictable
10000,12,2.52,Rainy,Unpredictable
10000,13,2.58,Rainy,Unpredictable
10000,14,2.64,Rainy,Unpredictable
10000,15,2.7,Rainy,Unpredictable
10000,16,2.76,Rainy,Unpredictable
10000,17,2.82,Rainy,Unpredictable
10000,18,2.88,Rainy,Unpredictable
10000,19,2.94,Rainy,Unpredictable
10000,20,3,Rainy,Unpredictable
10000,21,3.06,Rainy,Unpredictable
10000,22,3.36,Rainy,Unpredictable
10000,23,3.66,Rainy,Unpredictable
10000,24,3.96,Rainy,Unpredictable
10000,25,4.26,Rainy,Unpredictable
10000,26,4.56,Rainy,Unpredictable
10000,27,4.86,Rainy,Unpredictable
10000,28,5.16,Rainy,Unpredictable
10000,29,5.46,Rainy,Unpredictable
10000,30,5.76,Rainy,Unpredictable
10000,31,6.06,Rainy,Unpredictable
10000,32,6.36,Rainy,Unpredictable
10000,33,6.66,Rainy,Unpredictable
10000,34,6.96,Rainy,Unpredictable
10000,35,7.26,Rainy,Unpredictable
10000,36,7.56,Rainy,Unpredictable
10000,37,7.86,Rainy,Unpredictable
10000,38,8.16,Rainy,Unpredictable
10000,39,8.46,Rainy,Unpredictable
10000,40,8.76,Rainy,Unpredictable
10000,41,9.06,Rainy,Unpredictable
10000,42,9.36,Rainy,Unpredictable
10000,43,9.66,Rainy,Unpredictable
10000,44,9.96,Rainy,Unpredictable
10000,45,10.26,Rainy,Unpredictable
10000,46,10.56,Rainy,Unpredictable
10000,47,10.86,Rainy,Unpredictable
10000,48,11.16,Rainy,Unpredictable
10000,49,11.46,Rainy,Unpredictable
10000,50,11.76,Rainy,Unpredictable
10000,51,12.06,Rainy,Unpredictable
10000,52,12.36,Rainy,Unpredictable
10000,53,12.66,Rainy,Unpredictable
10000,54,12.96,Rainy,Unpredictable
10000,55,13.26,Rainy,Unpredictable
10000,56,13.26,Rainy,Unpredictable
10000,57,13.26,Rainy,Unpredictable
10000,58,13.26,Rainy,Unpredictable
10000,59,13.26,Rainy,Unpredictable
10000,60,13.26,Rainy,Unpredictable
10000,61,13.26,Rainy,Unpredictable
10000,62,13.26,Rainy,Unpredictable
10000,63,13.26,Rainy,Unpredictable
10000,64,13.26,Rainy,Unpredictable
10000,65,13.26,Rainy,Unpredictable
10000,66,13.26,Rainy,Unpredictable
10000,67,13.26,Rainy,Unpredictable
10000,68,13.26,Rainy,Unpredictable
10000,69,13.26,Rainy,Unpredictable
10000,70,13.26,Rainy,Unpredictable
10000,71,13.26,Rainy,Unpredictable
10000,72,13.26,Rainy,Unpredictable
10000,73,13.26,Rainy,Unpredictable
10000,74,13.26,Rainy,Unpredictable
10000,75,13.26,Rainy,Unpredictable
10000,76,13.26,Rainy,Unpredictable
10000,77,13.26,Rainy,Unpredictable
10000,78,13.26,Rainy,Unpredictable
10000,79,13.26,Rainy,Unpredictable
10000,80,30,Rainy,Unpredictable
10000,81,30,Rainy,Unpredictable
10000,82,30,Rainy,Unpredictable
10000,83,30,Rainy,Unpredictable
10000,84,30,Rainy,Unpredictable
10000,85,30,Rainy,Unpredictable
10000,86,30,Rainy,Unpredictable
10000,87,30,Rainy,Unpredictable
10000,88,30,Rainy,Unpredictable
10000,89,30,Rainy,Unpredictable
10000,90,30,Rainy,Unpredictable
10000,91,30,Rainy,Unpredictable
10000,92,30,Rainy,Unpredictable
10000,93,30,Rainy,Unpredictable
10000,94,30,Rainy,Unpredictable
10000,95,30,Rainy,Unpredictable
10000,96,30,Rainy,Unpredictable
10000,97,30,Rainy,Unpredictable
10000,98,30,Rainy,Unpredictable
10000,99,30,Rainy,Unpredictable
10000,100,30,Rainy,Unpredictable
10000,101,30,Rainy,Unpredictable
10000,102,30,Rainy,Unpredictable
10000,103,30,Rainy,Unpredictable
10000,104,30,Rainy,Unpredictable
10000,105,30,Rainy,Unpredictable
10000,106,30,Rainy,Unpredictable
10000,107,30,Rainy,Unpredictable
10000,108,30,Rainy,Unpredictable
10000,109,30,Rainy,Unpredictable
10000,110,30,Rainy,Unpredictable
10000,111,30,Rainy,Unpredictable
10000,112,30,Rainy,Unpredictable
10000,113,30,Rainy,Unpredictable
10000,114,30,Rainy,Unpredictable
10000,115,30,Rainy,Unpredictable
10000,116,30,Rainy,Unpredictable
10000,117,30,Rainy,Unpredictable
10000,118,30,Rainy,Unpredictable
10000,119,30,Rainy,Unpredictable
10000,120,30,Rainy,Unpredictable
10000,121,30,Rainy,Unpredictable
10000,122,30,Rainy,Unpredictable
10000,123,30,Rainy,Unpredictable
10000,124,30,Rainy,Unpredictable
10000,125,30,Rainy,Unpredictable
10000,126,30,Rainy,Unpredictable
10000,127,30,Rainy,Unpredictable
10000,128,30,Rainy,Unpredictable
10000,129,30,Rainy,Unpredictable
10000,130,30,Rainy,Unpredictable
10000,131,30,Rainy,Unpredictable
10000,132,30,Rainy,Unpredictable
10000,133,30,Rainy,Unpredictable
10000,134,30,Rainy,Unpredictable
10000,135,30,Rainy,Unpredictable
10000,136,30,Rainy,Unpredictable
10000,137,30,Rainy,Unpredictable
10000,138,30,Rainy,Unpredictable
10000,139,30,Rainy,Unpredictable
10000,140,30,Rainy,Unpredictable
10000,141,30,Rainy,Unpredictable
10000,142,30,Rainy,Unpredictable
10000,143,30,Rainy,Unpredictable
10000,144,30,Rainy,Unpredictable
10000,145,30,Rainy,Unpredictable
10000,146,30,Rainy,Unpredictable
10000,147,30,Rainy,Unpredictable
10000,148,30,Rainy,Unpredictable
10000,149,30,Rainy,Unpredictable
10000,150,30,Rainy,Unpredictable
10000,151,30,Rainy,Unpredictable
10000,152,30,Rainy,Unpredictable
10000,153,30,Rainy,Unpredictable
10000,154,30,Rainy,Unpredictable
10000,155,30,Rainy,Unpredictable
10000,156,30,Rainy,Unpredictable
10000,157,30,Rainy,Unpredictable
10000,158,30,Rainy,Unpredictable
10000,159,30,Rainy,Unpredictable
10000,160,30,Rainy,Unpredictable
10000,1,2.8,Summer,Unpredictable
10000,2,2.8,Summer,Unpredictable
10000,3,2.8,Summer,Unpredictable
10000,4,2.8,Summer,Unpredictable
10000,5,2.8,Summer,Unpredictable
10000,6,2.8,Summer,Unpredictable
10000,7,2.8,Summer,Unpredictable
10000,8,2.8,Summer,Unpredictable
10000,9,2.8,Summer,Unpredictable
10000,10,2.8,Summer,Unpredictable
10000,11,2.87,Summer,Unpredictable
10000,12,2.94,Summer,Unpredictable
10000,13,3.01,Summer,Unpredictable
10000,14,3.08,Summer,Unpredictable
10000,15,3.15,Summer,Unpredictable
10000,16,3.22,Summer,Unpredictable
10000,17,3.29,Summer,Unpredictable
10000,18,3.36,Summer,Unpredictable
10000,19,3.43,Summer,Unpredictable
10000,20,3.5,Summer,Unpredictable
10000,21,3.57,Summer,Unpredictable
10000,22,3.92,Summer,Unpredictable
10000,23,4.27,Summer,Unpredictable
10000,24,4.62,Summer,Unpredictable
10000,25,4.97,Summer,Unpredictable
10000,26,5.32,Summer,47.3
10000,27,5.67,Summer,42.6
10000,28,6.02,Summer,37.9
10000,29,6.37,Summer,33.2
10000,30,6.72,Summer,28.5
10000,31,7.07,Summer,23.8
10000,32,7.42,Summer,19.1
10000,33,7.77,Summer,14.4
10000,34,8.12,Summer,9.7
10000,35,8.47,Summer,5
10000,36,8.82,Summer,0.3
10000,37,9.17,Summer,Unpredictable
10000,38,9.52,Summer,Unpredictable
10000,39,9.87,Summer,Unpredictable
10000,40,10.22,Summer,Unpredictable
10000,41,10.57,Summer,Unpredictable
10000,42,10.92,Summer,Unpredictable
10000,43,11.27,Summer,Unpredictable
10000,44,11.62,Summer,Unpredictable
10000,45,11.97,Summer,Unpredictable
10000,46,12.32,Summer,Unpredictable
10000,47,12.67,Summer,Unpredictable
10000,48,13.02,Summer,Unpredictable
10000,49,13.37,Summer,Unpredictable
10000,50,13.72,Summer,Unpredictable
10000,51,14.07,Summer,Unpredictable
10000,52,14.42,Summer,Unpredictable
10000,53,14.77,Summer,Unpredictable
10000,54,15.12,Summer,Unpredictable
10000,55,15.47,Summer,Unpredictable
10000,56,15.47,Summer,Unpredictable
10000,57,15.47,Summer,Unpredictable
10000,58,15.47,Summer,Unpredictable
10000,59,15.47,Summer,Unpredictable
10000,60,15.47,Summer,Unpredictable
10000,61,15.47,Summer,Unpredictable
10000,62,15.47,Summer,Unpredictable
10000,63,15.47,Summer,Unpredictable
10000,64,15.47,Summer,Unpredictable
10000,65,15.47,Summer,Unpredictable
10000,66,15.47,Summer,Unpredictable
10000,67,15.47,Summer,Unpredictable
10000,68,15.47,Summer,Unpredictable
10000,69,15.47,Summer,Unpredictable
10000,70,15.47,Summer,Unpredictable
10000,71,15.47,Summer,Unpredictable
10000,72,15.47,Summer,Unpredictable
10000,73,15.47,Summer,Unpredictable
10000,74,15.47,Summer,Unpredictable
10000,75,15.47,Summer,Unpredictable
10000,76,15.47,Summer,Unpredictable
10000,77,15.47,Summer,Unpredictable
10000,78,15.47,Summer,Unpredictable
10000,79,15.47,Summer,Unpredictable
10000,80,35,Summer,Unpredictable
10000,81,35,Summer,Unpredictable
10000,82,35,Summer,Unpredictable
10000,83,35,Summer,Unpredictable
10000,84,35,Summer,Unpredictable
10000,85,35,Summer,Unpredictable
10000,86,35,Summer,Unpredictable
10000,87,35,Summer,Unpredictable
10000,88,35,Summer,Unpredictable
10000,89,35,Summer,Unpredictable
10000,90,35,Summer,Unpredictable
10000,91,35,Summer,Unpredictable
10000,92,35,Summer,Unpredictable
10000,93,35,Summer,Unpredictable
10000,94,35,Summer,Unpredictable
10000,95,35,Summer,Unpredictable
10000,96,35,Summer,Unpredictable
10000,97,35,Summer,Unpredictable
10000,98,35,Summer,Unpredictable
10000,99,35,Summer,Unpredictable
10000,100,35,Summer,Unpredictable
10000,101,35,Summer,Unpredictable
10000,102,35,Summer,Unpredictable
10000,103,35,Summer,Unpredictable
10000,104,35,Summer,Unpredictable
10000,105,35,Summer,Unpredictable
10000,106,35,Summer,Unpredictable
10000,107,35,Summer,Unpredictable
10000,108,35,Summer,Unpredictable
10000,109,35,Summer,Unpredictable
10000,110,35,Summer,Unpredictable
10000,111,35,Summer,Unpredictable
10000,112,35,Summer,Unpredictable
10000,113,35,Summer,Unpredictable
10000,114,35,Summer,Unpredictable
10000,115,35,Summer,Unpredictable
10000,116,35,Summer,Unpredictable
10000,117,35,Summer,Unpredictable
10000,118,35,Summer,Unpredictable
10000,119,35,Summer,Unpredictable
10000,120,35,Summer,Unpredictable
10000,121,35,Summer,Unpredictable
10000,122,35,Summer,Unpredictable
10000,123,35,Summer,Unpredictable
10000,124,35,Summer,Unpredictable
10000,125,35,Summer,Unpredictable
10000,126,35,Summer,Unpredictable
10000,127,35,Summer,Unpredictable
10000,128,35,Summer,Unpredictable
10000,129,35,Summer,Unpredictable
10000,130,35,Summer,Unpredictable
10000,131,35,Summer,Unpredictable
10000,132,35,Summer,Unpredictable
10000,133,35,Summer,Unpredictable
10000,134,35,Summer,Unpredictable
10000,135,35,Summer,Unpredictable
10000,136,35,Summer,Unpredictable
10000,137,35,Summer,Unpredictable
10000,138,35,Summer,Unpredictable
10000,139,35,Summer,Unpredictable
10000,140,35,Summer,Unpredictable
10000,141,35,Summer,Unpredictable
10000,142,35,Summer,Unpredictable
10000,143,35,Summer,Unpredictable
10000,144,35,Summer,Unpredictable
10000,145,35,Summer,Unpredictable
10000,146,35,Summer,Unpredictable
10000,147,35,Summer,Unpredictable
10000,148,35,Summer,Unpredictable
10000,149,35,Summer,Unpredictable
10000,150,35,Summer,Unpredictable
10000,151,35,Summer,Unpredictable
10000,152,35,Summer,Unpredictable
10000,153,35,Summer,Unpredictable
10000,154,35,Summer,Unpredictable
10000,155,35,Summer,Unpredictable
10000,156,35,Summer,Unpredictable
10000,157,35,Summer,Unpredictable
10000,158,35,Summer,Unpredictable
10000,159,35,Summer,Unpredictable
10000,160,35,Summer,Unpredictable
10000,1,2.8,Winter,Unpredictable
10000,2,2.8,Winter,Unpredictable
10000,3,2.8,Winter,Unpredictable
10000,4,2.8,Winter,Unpredictable
10000,5,2.8,Winter,Unpredictable
10000,6,2.8,Winter,Unpredictable
10000,7,2.8,Winter,Unpredictable
10000,8,2.8,Winter,Unpredictable
10000,9,2.8,Winter,Unpredictable
10000,10,2.8,Winter,Unpredictable
10000,11,2.87,Winter,Unpredictable
10000,12,2.94,Winter,Unpredictable
10000,13,3.01,Winter,Unpredictable
10000,14,3.08,Winter,Unpredictable
10000,15,3.15,Winter,Unpredictable
10000,16,3.22,Winter,Unpredictable
10000,17,3.29,Winter,Unpredictable
10000,18,3.36,Winter,Unpredictable
10000,19,3.43,Winter,Unpredictable
10000,20,3.5,Winter,Unpredictable
10000,21,3.57,Winter,Unpredictable
10000,22,3.92,Winter,Unpredictable
10000,23,4.27,Winter,Unpredictable
10000,24,4.62,Winter,Unpredictable
10000,25,4.97,Winter,Unpredictable
10000,26,5.32,Winter,Unpredictable
10000,27,5.67,Winter,Unpredictable
10000,28,6.02,Winter,Unpredictable
10000,29,6.37,Winter,Unpredictable
10000,30,6.72,Winter,Unpredictable
10000,31,7.07,Winter,Unpredictable
10000,32,7.42,Winter,Unpredictable
10000,33,7.77,Winter,Unpredictable
10000,34,8.12,Winter,Unpredictable
10000,35,8.47,Winter,Unpredictable
10000,36,8.82,Winter,Unpredictable
10000,37,9.17,Winter,Unpredictable
10000,38,9.52,Winter,Unpredictable
10000,39,9.87,Winter,Unpredictable
10000,40,10.22,Winter,Unpredictable
10000,41,10.57,Winter,Unpredictable
10000,42,10.92,Winter,Unpredictable
10000,43,11.27,Winter,Unpredictable
10000,44,11.62,Winter,Unpredictable
10000,45,11.97,Winter,Unpredictable
10000,46,12.32,Winter,Unpredictable
10000,47,12.67,Winter,Unpredictable
10000,48,13.02,Winter,Unpredictable
10000,49,13.37,Winter,Unpredictable
10000,50,13.72,Winter,Unpredictable
10000,51,14.07,Winter,Unpredictable
10000,52,14.42,Winter,Unpredictable
10000,53,14.77,Winter,Unpredictable
10000,54,15.12,Winter,Unpredictable
10000,55,15.47,Winter,Unpredictable
10000,56,15.47,Winter,Unpredictable
10000,57,15.47,Winter,Unpredictable
10000,58,15.47,Winter,Unpredictable
10000,59,15.47,Winter,Unpredictable
10000,60,15.47,Winter,Unpredictable
10000,61,15.47,Winter,Unpredictable
10000,62,15.47,Winter,Unpredictable
10000,63,15.47,Winter,Unpredictable
10000,64,15.47,Winter,Unpredictable
10000,65,15.47,Winter,Unpredictable
10000,66,15.47,Winter,Unpredictable
10000,67,15.47,Winter,Unpredictable
10000,68,15.47,Winter,Unpredictable
10000,69,15.47,Winter,Unpredictable
10000,70,15.47,Winter,Unpredictable
10000,71,15.47,Winter,Unpredictable
10000,72,15.47,Winter,Unpredictable
10000,73,15.47,Winter,Unpredictable
10000,74,15.47,Winter,Unpredictable
10000,75,15.47,Winter,Unpredictable
10000,76,15.47,Winter,Unpredictable
10000,77,15.47,Winter,Unpredictable
10000,78,15.47,Winter,Unpredictable
10000,79,15.47,Winter,Unpredictable
10000,80,35,Winter,Unpredictable
10000,81,35,Winter,Unpredictable
10000,82,35,Winter,Unpredictable
10000,83,35,Winter,Unpredictable
10000,84,35,Winter,Unpredictable
10000,85,35,Winter,Unpredictable
10000,86,35,Winter,Unpredictable
10000,87,35,Winter,Unpredictable
10000,88,35,Winter,Unpredictable
10000,89,35,Winter,Unpredictable
10000,90,35,Winter,Unpredictable
10000,91,35,Winter,Unpredictable
10000,92,35,Winter,Unpredictable
10000,93,35,Winter,Unpredictable
10000,94,35,Winter,Unpredictable
10000,95,35,Winter,Unpredictable
10000,96,35,Winter,Unpredictable
10000,97,35,Winter,Unpredictable
10000,98,35,Winter,Unpredictable
10000,99,35,Winter,Unpredictable
10000,100,35,Winter,Unpredictable
10000,101,35,Winter,Unpredictable
10000,102,35,Winter,Unpredictable
10000,103,35,Winter,Unpredictable
10000,104,35,Winter,Unpredictable
10000,105,35,Winter,Unpredictable
10000,106,35,Winter,Unpredictable
10000,107,35,Winter,Unpredictable
10000,108,35,Winter,Unpredictable
10000,109,35,Winter,Unpredictable
10000,110,35,Winter,Unpredictable
10000,111,35,Winter,Unpredictable
10000,112,35,Winter,Unpredictable
10000,113,35,Winter,Unpredictable
10000,114,35,Winter,Unpredictable
10000,115,35,Winter,Unpredictable
10000,116,35,Winter,Unpredictable
10000,117,35,Winter,Unpredictable
10000,118,35,Winter,Unpredictable
10000,119,35,Winter,Unpredictable
10000,120,35,Winter,Unpredictable
10000,121,35,Winter,Unpredictable
10000,122,35,Winter,Unpredictable
10000,123,35,Winter,Unpredictable
10000,124,35,Winter,Unpredictable
10000,125,35,Winter,Unpredictable
10000,126,35,Winter,Unpredictable
10000,127,35,Winter,Unpredictable
10000,128,35,Winter,Unpredictable
10000,129,35,Winter,Unpredictable
10000,130,35,Winter,Unpredictable
10000,131,35,Winter,Unpredictable
10000,132,35,Winter,Unpredictable
10000,133,35,Winter,Unpredictable
10000,134,35,Winter,Unpredictable
10000,135,35,Winter,Unpredictable
10000,136,35,Winter,Unpredictable
10000,137,35,Winter,Unpredictable
10000,138,35,Winter,Unpredictable
10000,139,35,Winter,Unpredictable
10000,140,35,Winter,Unpredictable
10000,141,35,Winter,Unpredictable
10000,142,35,Winter,Unpredictable
10000,143,35,Winter,Unpredictable
10000,144,35,Winter,Unpredictable
10000,145,35,Winter,Unpredictable
10000,146,35,Winter,Unpredictable
10000,147,35,Winter,Unpredictable
10000,148,35,Winter,Unpredictable
10000,149,35,Winter,Unpredictable
10000,150,35,Winter,Unpredictable
10000,151,35,Winter,Unpredictable
10000,152,35,Winter,Unpredictable
10000,153,35,Winter,Unpredictable
10000,154,35,Winter,Unpredictable
10000,155,35,Winter,Unpredictable
10000,156,35,Winter,Unpredictable
10000,157,35,Winter,Unpredictable
10000,158,35,Winter,Unpredictable
10000,159,35,Winter,Unpredictable
10000,160,35,Winter,Unpredictable
10000,1,2.8,Rainy,Unpredictable
10000,2,2.8,Rainy,Unpredictable
10000,3,2.8,Rainy,Unpredictable
10000,4,2.8,Rainy,Unpredictable
10000,5,2.8,Rainy,Unpredictable
10000,6,2.8,Rainy,Unpredictable
10000,7,2.8,Rainy,Unpredictable
10000,8,2.8,Rainy,Unpredictable
10000,9,2.8,Rainy,Unpredictable
10000,10,2.8,Rainy,Unpredictable
10000,11,2.87,Rainy,Unpredictable
10000,12,2.94,Rainy,Unpredictable
10000,13,3.01,Rainy,Unpredictable
10000,14,3.08,Rainy,Unpredictable
10000,15,3.15,Rainy,Unpredictable
10000,16,3.22,Rainy,Unpredictable
10000,17,3.29,Rainy,Unpredictable
10000,18,3.36,Rainy,Unpredictable
10000,19,3.43,Rainy,Unpredictable
10000,20,3.5,Rainy,Unpredictable
10000,21,3.57,Rainy,Unpredictable
10000,22,3.92,Rainy,Unpredictable
10000,23,4.27,Rainy,Unpredictable
10000,24,4.62,Rainy,Unpredictable
10000,25,4.97,Rainy,Unpredictable
10000,26,5.32,Rainy,Unpredictable
10000,27,5.67,Rainy,Unpredictable
10000,28,6.02,Rainy,Unpredictable
10000,29,6.37,Rainy,Unpredictable
10000,30,6.72,Rainy,Unpredictable
10000,31,7.07,Rainy,Unpredictable
10000,32,7.42,Rainy,Unpredictable
10000,33,7.77,Rainy,Unpredictable
10000,34,8.12,Rainy,Unpredictable
10000,35,8.47,Rainy,Unpredictable
10000,36,8.82,Rainy,Unpredictable
10000,37,9.17,Rainy,Unpredictable
10000,38,9.52,Rainy,Unpredictable
10000,39,9.87,Rainy,Unpredictable
10000,40,10.22,Rainy,Unpredictable
10000,41,10.57,Rainy,Unpredictable
10000,42,10.92,Rainy,Unpredictable
10000,43,11.27,Rainy,Unpredictable
10000,44,11.62,Rainy,Unpredictable
10000,45,11.97,Rainy,Unpredictable
10000,46,12.32,Rainy,Unpredictable
10000,47,12.67,Rainy,Unpredictable
10000,48,13.02,Rainy,Unpredictable
10000,49,13.37,Rainy,Unpredictable
10000,50,13.72,Rainy,Unpredictable
10000,51,14.07,Rainy,Unpredictable
10000,52,14.42,Rainy,Unpredictable
10000,53,14.77,Rainy,Unpredictable
10000,54,15.12,Rainy,Unpredictable
10000,55,15.47,Rainy,Unpredictable
10000,56,15.47,Rainy,Unpredictable
10000,57,15.47,Rainy,Unpredictable
10000,58,15.47,Rainy,Unpredictable
10000,59,15.47,Rainy,Unpredictable
10000,60,15.47,Rainy,Unpredictable
10000,61,15.47,Rainy,Unpredictable
10000,62,15.47,Rainy,Unpredictable
10000,63,15.47,Rainy,Unpredictable
10000,64,15.47,Rainy,Unpredictable
10000,65,15.47,Rainy,Unpredictable
10000,66,15.47,Rainy,Unpredictable
10000,67,15.47,Rainy,Unpredictable
10000,68,15.47,Rainy,Unpredictable
10000,69,15.47,Rainy,Unpredictable
10000,70,15.47,Rainy,Unpredictable
10000,71,15.47,Rainy,Unpredictable
10000,72,15.47,Rainy,Unpredictable
10000,73,15.47,Rainy,Unpredictable
10000,74,15.47,Rainy,Unpredictable
10000,75,15.47,Rainy,Unpredictable
10000,76,15.47,Rainy,Unpredictable
10000,77,15.47,Rainy,Unpredictable
10000,78,15.47,Rainy,Unpredictable
10000,79,15.47,Rainy,Unpredictable
10000,80,35,Rainy,Unpredictable
10000,81,35,Rainy,Unpredictable
10000,82,35,Rainy,Unpredictable
10000,83,35,Rainy,Unpredictable
10000,84,35,Rainy,Unpredictable
10000,85,35,Rainy,Unpredictable
10000,86,35,Rainy,Unpredictable
10000,87,35,Rainy,Unpredictable
10000,88,35,Rainy,Unpredictable
10000,89,35,Rainy,Unpredictable
10000,90,35,Rainy,Unpredictable
10000,91,35,Rainy,Unpredictable
10000,92,35,Rainy,Unpredictable
10000,93,35,Rainy,Unpredictable
10000,94,35,Rainy,Unpredictable
10000,95,35,Rainy,Unpredictable
10000,96,35,Rainy,Unpredictable
10000,97,35,Rainy,Unpredictable
10000,98,35,Rainy,Unpredictable
10000,99,35,Rainy,Unpredictable
10000,100,35,Rainy,Unpredictable
10000,101,35,Rainy,Unpredictable
10000,102,35,Rainy,Unpredictable
10000,103,35,Rainy,Unpredictable
10000,104,35,Rainy,Unpredictable
10000,105,35,Rainy,Unpredictable
10000,106,35,Rainy,Unpredictable
10000,107,35,Rainy,Unpredictable
10000,108,35,Rainy,Unpredictable
10000,109,35,Rainy,Unpredictable
10000,110,35,Rainy,Unpredictable
10000,111,35,Rainy,Unpredictable
10000,112,35,Rainy,Unpredictable
10000,113,35,Rainy,Unpredictable
10000,114,35,Rainy,Unpredictable
10000,115,35,Rainy,Unpredictable
10000,116,35,Rainy,Unpredictable
10000,117,35,Rainy,Unpredictable
10000,118,35,Rainy,Unpredictable
10000,119,35,Rainy,Unpredictable
10000,120,35,Rainy,Unpredictable
10000,121,35,Rainy,Unpredictable
10000,122,35,Rainy,Unpredictable
10000,123,35,Rainy,Unpredictable
10000,124,35,Rainy,Unpredictable
10000,125,35,Rainy,Unpredictable
10000,126,35,Rainy,Unpredictable
10000,127,35,Rainy,Unpredictable
10000,128,35,Rainy,Unpredictable
10000,129,35,Rainy,Unpredictable
10000,130,35,Rainy,Unpredictable
10000,131,35,Rainy,Unpredictable
10000,132,35,Rainy,Unpredictable
10000,133,35,Rainy,Unpredictable
10000,134,35,Rainy,Unpredictable
10000,135,35,Rainy,Unpredictable
10000,136,35,Rainy,Unpredictable
10000,137,35,Rainy,Unpredictable
10000,138,35,Rainy,Unpredictable
10000,139,35,Rainy,Unpredictable
10000,140,35,Rainy,Unpredictable
10000,141,35,Rainy,Unpredictable
10000,142,35,Rainy,Unpredictable
10000,143,35,Rainy,Unpredictable
10000,144,35,Rainy,Unpredictable
10000,145,35,Rainy,Unpredictable
10000,146,35,Rainy,Unpredictable
10000,147,35,Rainy,Unpredictable
10000,148,35,Rainy,Unpredictable
10000,149,35,Rainy,Unpredictable
10000,150,35,Rainy,Unpredictable
10000,151,35,Rainy,Unpredictable
10000,152,35,Rainy,Unpredictable
10000,153,35,Rainy,Unpredictable
